price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Akadálymentesített,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Panelprogram,balcony,Parkolóhely ára
120.0,"V. kerület, Károly körút ",69.0,2.0,0,jó állapotú,|nincs megadva|,|nincs megadva|,4,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,|nincs megadva|,panorámás,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
66.5,"IV. kerület, Váci út 121.",121.0,3.0,0,jó állapotú,1981 és 2000 között,összkomfortos,4,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,85  Ft/hó,nem,külön helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,nem,tetőtéri,udvari beálló - benne van az árban,házközponti,van,EE,|nincs megadva|,,
47.5,"IV. kerület, Petőfi utca 18.",54.0,2.0,0,újszerű,|nincs megadva|,összkomfortos,|nincs megadva|,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,35 000  Ft/hó,|nincs megadva|,nem,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes","távfűtés, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,nem vett részt,,
40.5,"IV. kerület, Szigeti József utca ",54.0,2.0,0,jó állapotú,|nincs megadva|,összkomfortos,8,|nincs megadva|,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 720  Ft/hó,|nincs megadva|,külön helyiségben,délkelet,panorámás,4 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.0,
399.9,"V. kerület, Báthory utca ",141.0,3.0,0,felújított,1950 előtt,luxus,2,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,54 141  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,panorámás,20 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,20.0,
194.9,"V. kerület, Váci utca ",79.0,3.0,0,felújított,1950 előtt,luxus,2,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,30 000  Ft/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,2 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,2.0,
79.3,"V. kerület, Alkotmány utca 16.",62.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,földszint,4,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,24  Ft/hó,nem,külön és egyben is,nyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",|nincs megadva|,nincs,|nincs megadva|,,,
309.9,"V. kerület, Balassi Bálint utca ",113.0,3.0,0,felújított,1950 előtt,duplakomfortos,3,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,nyugat,panorámás,3 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - ingyenes",házközponti,|nincs megadva|,|nincs megadva|,,3.0,
132.0,"V. kerület, Aranykéz utca ",88.0,3.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,,
89.9,"V. kerület, Lipótváros ",59.0,2.0,0,felújított,1950 előtt,összkomfortos,1,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 225  Ft/hó,nem,egy helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet","gázkazán, padlófűtés",nincs,|nincs megadva|,,,
89.9,"V. kerület, Honvéd tér ",59.0,2.0,0,felújított,1950 előtt,összkomfortos,1,5,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,észak,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,"utca, közterület - fizetős övezet",padlófűtés,|nincs megadva|,|nincs megadva|,,,
49.9,"IV. kerület, Bőröndös utca ",88.0,3.0,0,jó állapotú,1981 és 2000 között,összkomfortos,2,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 000  Ft/hó,|nincs megadva|,külön helyiségben,kelet,|nincs megadva|,5 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|,5.0,
52.9,"IV. kerület, József Attila utca ",54.0,1.0,2.0,jó állapotú,2001 és 2010 között,összkomfortos,3,5,van,3 m-nél alacsonyabb,van,3 m|3|/hó,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön helyiségben,dél,udvari,3 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - ingyenes",házközponti egyedi méréssel,van,|nincs megadva|,,3.0,
52.9,"IV. kerület, Káposztásmegyer II. lakótelep ",67.0,2.0,1.0,jó állapotú,1981 és 2000 között,összkomfortos,1,9,van,3 m-nél alacsonyabb,van,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,10 050  Ft/hó,igen,külön helyiségben,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes","távfűtés egyedi méréssel, hűtő-fűtő klíma",nincs,|nincs megadva|,nem vett részt,,
49.99,"IV. kerület, Bőröndös utca ",88.0,3.0,0,közepes állapotú,1981 és 2000 között,összkomfortos,2,4,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 880  Ft/hó,nem,külön helyiségben,kelet,utcai,5 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés,nincs,|nincs megadva|,|nincs megadva|,5.0,
44.9,"IV. kerület, Wolfner utca 6.",31.0,1.0,0,|nincs megadva|,2019,összkomfortos,5,több mint 10,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,19 164  Ft/hó,igen,egy helyiségben,|nincs megadva|,|nincs megadva|,6 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,6.0,
125.0,"V. kerület, Hild tér ",57.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,4,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,panorámás,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,4.0,
40.0,"IV. kerület, Reviczky utca ",49.0,2.0,0,felújított,1950 és 1980 között,összkomfortos,4,5,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,12 472  Ft/hó,nem,külön helyiségben,délkelet,kertre néz,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri","utca, közterület - ingyenes",hűtő-fűtő klíma,|nincs megadva|,|nincs megadva|,,,
249.9,"V. kerület, Sas utca 11.",95.0,3.0,1.0,közepes állapotú,1950 előtt,luxus,2,6,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,külön és egyben is,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
182.3,"IV. kerület, József Attila utca 76-80.",166.0,5.0,0,új építésű,2023,összkomfortos,4,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,észak,udvari,22.33 m|2|,|nincs megadva|,tetőtéri,|nincs megadva|,hőszivattyú,van - 10 cm,AA+,,22.33,
39.9,"IV. kerület, Megyer - Izzó lakótelep ",57.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,1,4,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,nem,külön helyiségben,nyugat,kertre néz,4 m|2|,nem,,"utca, közterület - ingyenes",gáz (konvektor),nincs,|nincs megadva|,,4.0,
132.0,"V. kerület, Belváros ",88.0,3.0,0,felújított,1981 és 2000 között,duplakomfortos,6,|nincs megadva|,van,3 m-nél alacsonyabb,van,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,,,
220.0,"V. kerület, Lipótváros ",97.0,3.0,0,felújított,|nincs megadva|,|nincs megadva|,3,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
237.23,"V. kerület, Ferenciek tere ",86.0,2.0,0,|nincs megadva|,1950 előtt,luxus,4,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,7 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,7.0,
99.0,"V. kerület, Március 15. tér ",57.0,2.0,0,felújított,|nincs megadva|,összkomfortos,4,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,|nincs megadva|,egy helyiségben,nyugat,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
39.9,"IV. kerület, Reviczky utca ",57.0,2.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,1,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,110 m|3|/hó,80 kWh/hó,30 000  Ft/hó,|nincs megadva|,nem,|nincs megadva|,délkelet,kertre néz,4 m|2|,nem,nem tetőtéri,"utca, közterület",gáz (konvektor),|nincs megadva|,|nincs megadva|,,4.0,
135.0,"V. kerület, Belváros ",92.0,3.0,0,felújított,1950 és 1980 között,luxus,4,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,20  Ft/hó,|nincs megadva|,külön és egyben is,északnyugat,panorámás,|nincs megadva|,|nincs megadva|,nem tetőtéri,udvari beálló - bérelhető,"padlófűtés, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,,|nincs megadva|
45.9,"IV. kerület, Újpest-Központ ",61.0,2.0,0,felújított,1950 előtt,összkomfortos,földszint,földszintes,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,23 000  Ft/hó,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,20 m|2|,igen,nem tetőtéri,"utca, közterület - ingyenes",gázkazán,|nincs megadva|,|nincs megadva|,,20.0,
149.0,"V. kerület, Alkotmány utca ",141.0,4.0,0,felújítandó,1950 előtt,komfortos,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,"cserépkályha, gáz (konvektor)",|nincs megadva|,|nincs megadva|,,,
89.9,"V. kerület, Szerb utca ",65.0,2.0,0,jó állapotú,1950 előtt,összkomfortos,1,4,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön helyiségben,délnyugat,utcai,12 m|2|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,12.0,
31.99,"IV. kerület, Újpest ",52.0,2.0,1.0,jó állapotú,1950 és 1980 között,|nincs megadva|,földszint,2,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,|nincs megadva|,külön helyiségben,északkelet,utcai,|nincs megadva|,igen,|nincs megadva|,"utca, közterület - ingyenes","gáz (konvektor), elektromos fűtőpanel",|nincs megadva|,|nincs megadva|,,,
47.9,"IV. kerület, Ugró Gyula sor ",68.0,2.0,1.0,jó állapotú,1981 és 2000 között,összkomfortos,2,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,panorámás,10 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - ingyenes",távfűtés egyedi méréssel,van,|nincs megadva|,részt vett,10.0,
23.9,"IV. kerület, Liszt Ferenc utca ",37.0,1.0,0,felújított,1950 előtt,összkomfortos,földszint,földszintes,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,,,
21.9,"IV. kerület, Thaly Kálmán utca ",37.0,1.0,2.0,felújítandó,1950 előtt,komfortos,földszint,földszintes,nincs,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,egy helyiségben,északnyugat,udvari,15 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",gázkazán,|nincs megadva|,|nincs megadva|,,15.0,
22.9,"IV. kerület, Szekfű Gyula utca ",34.0,1.0,0,felújítandó,1950 előtt,összkomfortos,földszint,földszintes,nincs,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,egy helyiségben,délnyugat,utcai,|nincs megadva|,igen,nem tetőtéri,"utca, közterület - ingyenes",|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
39.9,"IV. kerület, Závodszky Zoltán utca ",53.0,2.0,1.0,jó állapotú,1981 és 2000 között,összkomfortos,4,4,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön helyiségben,dél,panorámás,4 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés,nincs,|nincs megadva|,nem vett részt,4.0,
25.9,"IV. kerület, Vörösmarty utca 23/a",40.0,1.0,0,közepes állapotú,1950 előtt,komfortos,földszint,2,nincs,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,|nincs megadva|,nem,külön és egyben is,délnyugat,utcai,|nincs megadva|,igen,nem tetőtéri,"utca, közterület - ingyenes",gáz (konvektor),nincs,|nincs megadva|,,,
72.5,"IV. kerület, Újpest ",63.0,3.0,0,|nincs megadva|,|nincs megadva|,összkomfortos,2,3,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,északnyugat,udvari,3.39 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"hőszivattyú, padlófűtés, hűtő-fűtő klíma",van,AA+,,3.39,|nincs megadva|
75.0,"IV. kerület, József Attila utca 76-80.",65.0,3.0,0,új építésű,2023,összkomfortos,|nincs megadva|,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,észak,udvari,6.1 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,van - 10 cm,AA+,,6.1,
44.2,"IV. kerület, József Attila utca 76-80.",35.0,1.0,0,új építésű,2023,összkomfortos,3,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,észak,udvari,3.67 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,van - 10 cm,AA+,,3.67,
89.9,"V. kerület, Honvéd utca 8.",59.0,2.0,0,felújított,1950 előtt,|nincs megadva|,1,4,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 225  Ft/hó,nem,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","gázkazán, padlófűtés",nincs,|nincs megadva|,,,
24.99,"IV. kerület, Mátyás tér ",35.0,1.0,0,közepes állapotú,1950 és 1980 között,összkomfortos,földszint,földszintes,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,3 000  Ft/hó,igen,egy helyiségben,kelet,utcai,|nincs megadva|,igen,nem tetőtéri,"utca, közterület - ingyenes",gáz (konvektor),nincs,|nincs megadva|,,,
74.9,"V. kerület, Szép utca ",48.0,2.0,0,felújított,1950 és 1980 között,luxus,2,6,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,30  Ft/hó,|nincs megadva|,egy helyiségben,dél,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,házközponti egyedi méréssel,van,|nincs megadva|,,,
113.85,"V. kerület, Váci utca ",67.0,1.0,2.0,közepes állapotú,1950 előtt,összkomfortos,2,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,,
48.9,"IV. kerület, Ezred utca 7.",59.0,3.0,0,újszerű,2001 és 2010 között,összkomfortos,1,3,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,teremgarázs hely - megvásárolható,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,,,3 M Ft
159.9,"V. kerület, Belváros ",159.0,7.0,0,|nincs megadva|,|nincs megadva|,luxus,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
74.0,"V. kerület, Szemere utca 22.",53.0,2.0,0,felújított,1950 előtt,összkomfortos,félemelet,6,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,,
499.0,"V. kerület, Belgrád rakpart 13.",165.0,5.0,0,felújított,|nincs megadva|,luxus,1,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,4.0,
46.9,"IV. kerület, Káposztásmegyer I. lakótelep ",67.0,2.0,1.0,felújított,|nincs megadva|,összkomfortos,9,10,van,3 m-nél alacsonyabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,|nincs megadva|,|nincs megadva|,dél,panorámás,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés egyedi méréssel,van - 7 cm,|nincs megadva|,|nincs megadva|,,
89.0,"IV. kerület, Pálya utca ",79.0,2.0,2.0,jó állapotú,1981 és 2000 között,összkomfortos,2,3,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,délkelet,kertre néz,3 m|2|,nem,nem tetőtéri,önálló garázs - benne van az árban,gázkazán,|nincs megadva|,|nincs megadva|,,3.0,
45.5,"V. kerület, Bajcsy-Zsilinszky út ",30.0,1.0,0,felújított,1950 előtt,komfortos,félemelet,5,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,7 000  Ft/hó,nem,egy helyiségben,nyugat,udvari,|nincs megadva|,nem,nem tetőtéri,udvari beálló - benne van az árban,gáz (konvektor),nincs,|nincs megadva|,,,
42.5,"IV. kerület, Virág utca ",53.0,3.0,0,jó állapotú,1950 és 1980 között,összkomfortos,4,10,van,3 m-nél alacsonyabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,kertre néz,4 m|2|,nem,nem tetőtéri,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,nem vett részt,4.0,
44.9,"IV. kerület, Újpesti lakótelep ",53.0,2.0,0,felújított,1950 és 1980 között,összkomfortos,4,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,távfűtés,van,|nincs megadva|,|nincs megadva|,4.0,
67.5,"V. kerület, Hold utca ",67.0,3.0,0,felújítandó,1950 előtt,|nincs megadva|,2,3,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,17  Ft/hó,|nincs megadva|,|nincs megadva|,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",|nincs megadva|,|nincs megadva|,|nincs megadva|,,,
51.9,"IV. kerület, Závodszky Zoltán utca ",73.0,2.0,1.0,jó állapotú,1981 és 2000 között,összkomfortos,félemelet,4,nincs,|nincs megadva|,|nincs megadva|,Nincs gáz bekötve az ingatlanba,110 kWh/hó,|nincs megadva|,|nincs megadva|,nem,külön helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
49.5,"IV. kerület, Petőfi utca ",71.0,3.0,0,felújított,1981 és 2000 között,összkomfortos,6,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,32 000  Ft/hó,19 900  Ft/hó,|nincs megadva|,külön helyiségben,délnyugat,utcai,4 m|2|,|nincs megadva|,nem tetőtéri,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,|nincs megadva|,4.0,
80.0,"V. kerület, Akadémia utca 11.",55.0,2.0,1.0,felújított,|nincs megadva|,duplakomfortos,félemelet,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,9 800  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet","padlófűtés, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,,
44.5,"IV. kerület, Újpest ",35.0,1.0,0,|nincs megadva|,|nincs megadva|,összkomfortos,2,3,van,3 m-nél alacsonyabb,van,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,észak,udvari,3.7 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,hőszivattyú,van,AA+,,3.7,|nincs megadva|
54.0,"V. kerület, Váci utca 63.",47.0,1.0,2.0,felújított,1950 előtt,összkomfortos,földszint,4,van,3 m-nél magasabb,van,Nincs gáz bekötve az ingatlanba,600 kWh/hó,40 000  Ft/hó,11 000  Ft/hó,nem,külön és egyben is,délnyugat,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet","padlófűtés, hűtő-fűtő klíma",nincs,EE,,,
82.9,"IV. kerület, Istvántelki út 61-63.",91.0,3.0,1.0,új építésű,2023,|nincs megadva|,2,2,nincs,3 m-nél alacsonyabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,"hőszivattyú, házközponti",van - 15 cm,|nincs megadva|,,4.0,"5,50 M Ft"
159.9,"V. kerület, Bajcsy-Zsilinszky út ",134.0,4.0,0,felújított,1950 előtt,összkomfortos,3,3,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,24 000  Ft/hó,39 500  Ft/hó,|nincs megadva|,külön és egyben is,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,"legfelső emelet, nem tetőtéri","utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,,
79.6,"IV. kerület, József Attila utca 76-80.",68.0,3.0,0,új építésű,2023,összkomfortos,|nincs megadva|,6,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,észak,utcai,4.64 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,hőszivattyú,van - 10 cm,AA+,,4.64,
43.5,"IV. kerület, Pozsonyi utca ",55.0,1.0,2.0,közepes állapotú,1950 és 1980 között,összkomfortos,1,10,van,3 m-nél alacsonyabb,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",házközponti,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
243.26,"V. kerület, Lipótváros ",120.0,3.0,0,felújított,1950 előtt,duplakomfortos,2,4,van,3 m-nél magasabb,van,Nincs gáz bekötve az ingatlanba,|nincs megadva|,15 000  Ft/hó,29 000  Ft/hó,|nincs megadva|,külön és egyben is,kelet,utcai,1 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló - bérelhető,"hőszivattyú, mennyezeti hűtés-fűtés",|nincs megadva|,|nincs megadva|,,1.0,|nincs megadva|
