price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Parkolóhely ára,Fűtés,Szigetelés,Energiatanúsítvány,Panelprogram
65.1,"VIII. kerület, Lovassy László utca 4/A",47.0,2.0,0,6.02,új építésű,2025,összkomfortos,2,5,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,kertre néz,6.02 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,"6,50 M Ft","fan-coil, hőszivattyú",van - 15 cm,AA,
78.04,"VIII. kerület, Lovassy László utca 4/A",56.0,2.0,0,15.48,új építésű,2025,összkomfortos,földszint,5,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,észak,kertre néz,15.48 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,"6,50 M Ft","fan-coil, hőszivattyú",van - 15 cm,AA,
41.99,"VIII. kerület, Dankó utca 23-25.",31.0,1.0,0,4.5,új építésű,2025,összkomfortos,2,6,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,udvari,4.5 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,5 M Ft,"házközponti, hőszivattyú",|nincs megadva|,BB,
73.9,"VIII. kerület, Rákóczi út 29.",85.0,2.0,0,,közepes állapotú,1950 előtt,összkomfortos,3,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13 000  Ft/hó,külön helyiségben,délnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
165.0,"VIII. kerület, Üllői út ",141.0,3.0,0,,felújított,1950 előtt,összkomfortos,félemelet,4,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,32 580  Ft/hó,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,igen,nem tetőtéri,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,
89.5,"VIII. kerület, Kisfaludy utca ",107.0,3.0,0,7.0,felújított,|nincs megadva|,duplakomfortos,2,3,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,külön és egyben is,|nincs megadva|,utcai,7 m|2|,nem,nem tetőtéri,"utca, közterület",,gázkazán,|nincs megadva|,|nincs megadva|,
51.63,"VIII. kerület, Dankó utca 23-25.",41.0,2.0,0,2.75,új építésű,2025,összkomfortos,1,6,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,udvari,2.75 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,5 M Ft,"házközponti, hőszivattyú",|nincs megadva|,BB,
44.1,"VIII. kerület, Illés utca 6.",26.0,1.0,0,6.0,új építésű,2024,összkomfortos,1,9,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,udvari,6 m|2|,nem,nem tetőtéri,|nincs megadva|,,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,BB,
32.9,"VIII. kerület, Bíró Lajos utca 53.",43.0,1.0,0,14.0,közepes állapotú,|nincs megadva|,összkomfortos,félemelet,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,14 m|2|,igen,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
80.9,"VIII. kerület, Nap utca 13.",66.0,3.0,1.0,,felújított,|nincs megadva|,duplakomfortos,2,3,nincs,3 m-nél magasabb,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,13 400  Ft/hó,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,padlófűtés,|nincs megadva|,|nincs megadva|,
27.9,"VIII. kerület, Kőris utca 26.",28.0,1.0,0,,újszerű,1950 előtt,duplakomfortos,földszint,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,"hűtő-fűtő klíma, padlófűtés",van,|nincs megadva|,
27.9,"VIII. kerület, Kőris utca 26.",28.0,1.0,0,,újszerű,1950 előtt,duplakomfortos,földszint,3,nincs,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,"hűtő-fűtő klíma, padlófűtés",van,|nincs megadva|,
179.0,"VIII. kerület, Vas utca 6.",180.0,4.0,0,8.0,jó állapotú,|nincs megadva|,|nincs megadva|,1,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,8 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
59.9,"VIII. kerület, Dugonics utca ",67.0,3.0,0,,újszerű,2001 és 2010 között,duplakomfortos,3,6,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,udvari beálló,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
55.69,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,3.94,új építésű,2023,összkomfortos,2,7,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,3.94 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,hőszivattyú,|nincs megadva|,AA+,
47.68,"VIII. kerület, Illés utca 6.",25.0,1.0,0,6.0,új építésű,2024,összkomfortos,1,9,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,udvari,6 m|2|,igen,nem tetőtéri,|nincs megadva|,,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,BB,
62.55,"VIII. kerület, Illés utca 6.",44.0,2.0,0,7.0,új építésű,2024,összkomfortos,6,9,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,utcai,7 m|2|,nem,nem tetőtéri,|nincs megadva|,,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,BB,
65.27,"VIII. kerület, Illés utca 6.",45.0,2.0,0,8.0,új építésű,2024,összkomfortos,1,9,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,udvari,8 m|2|,igen,nem tetőtéri,|nincs megadva|,,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,BB,
67.57,"VIII. kerület, Futó utca 5-9.",39.0,1.0,0,4.0,új építésű,2025,összkomfortos,2,8,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,udvari,4 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,8 M Ft,mennyezeti hűtés-fűtés,|nincs megadva|,AA,
63.1,"VIII. kerület, Illés utca 6.",44.0,2.0,0,7.49,új építésű,2024,összkomfortos,7,9,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,udvari,7.49 m|2|,nem,nem tetőtéri,|nincs megadva|,,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,BB,
75.0,"VIII. kerület, Pál utca ",71.0,2.0,0,,felújított,1950 előtt,luxus,3,|nincs megadva|,van,3 m-nél magasabb,van,|nincs megadva|,120 m|3|/hó,80 kWh/hó,15 000  Ft/hó,15  Ft/hó,külön helyiségben,délkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,"gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
79.51,"VIII. kerület, Illés utca 6.",48.0,2.0,0,13.94,új építésű,2024,összkomfortos,6,9,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,13.94 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,BB,
86.31,"VIII. kerület, Illés utca 6.",69.0,1.0,0,14.0,új építésű,2024,összkomfortos,8,9,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,udvari,14 m|2|,nem,nem tetőtéri,|nincs megadva|,,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,BB,
94.17,"VIII. kerület, Futó utca 5-9.",64.0,3.0,0,3.0,új építésű,2025,összkomfortos,1,8,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,utcai,3 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,8 M Ft,mennyezeti hűtés-fűtés,|nincs megadva|,AA,
88.8,"VIII. kerület, Futó utca 5-9.",39.0,1.0,0,3.0,új építésű,2025,összkomfortos,1,8,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,3 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,8 M Ft,mennyezeti hűtés-fűtés,|nincs megadva|,AA,
83.45,"VIII. kerület, Futó utca 5-9.",46.0,2.0,0,9.0,új építésű,2025,összkomfortos,földszint,8,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,udvari,9 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,8 M Ft,mennyezeti hűtés-fűtés,|nincs megadva|,AA,
90.89,"VIII. kerület, Illés utca 6.",75.0,3.0,0,22.0,új építésű,2024,összkomfortos,7,9,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,utcai,22 m|2|,nem,|nincs megadva|,|nincs megadva|,,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,BB,
101.25,"VIII. kerület, Futó utca 5-9.",70.0,3.0,0,12.0,új építésű,2025,összkomfortos,földszint,8,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,udvari,12 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,8 M Ft,mennyezeti hűtés-fűtés,|nincs megadva|,AA,
70.3,"VIII. kerület, Futó utca 5-9.",38.0,1.0,0,7.0,új építésű,2025,összkomfortos,földszint,8,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,utcai,7 m|2|,igen,nem tetőtéri,teremgarázs hely - megvásárolható,8 M Ft,mennyezeti hűtés-fűtés,|nincs megadva|,AA,
58.54,"VIII. kerület, Józsefváros - Palotanegyed ",34.0,1.0,0,5.3,új építésű,2023,összkomfortos,4,7,van,|nincs megadva|,van,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,5.3 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,hőszivattyú,|nincs megadva|,AA+,
39.9,"VIII. kerület, Orczy út 29.",55.0,2.0,0,,közepes állapotú,|nincs megadva|,összkomfortos,2,4,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
42.5,"VIII. kerület, József utca ",60.0,2.0,3.0,,felújított,1950 előtt,összkomfortos,földszint,4,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,35 000  Ft/hó,10 500  Ft/hó,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,"gáz (konvektor), hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
56.0,"VIII. kerület, Józsefváros - Palotanegyed ",56.0,2.0,0,,jó állapotú,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,kelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
59.0,"VIII. kerület, Illés utca ",47.0,2.0,0,6.0,újszerű,2022,összkomfortos,3,7,van,3 m-nél alacsonyabb,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délnyugat,utcai,6 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,7 M Ft,mennyezeti hűtés-fűtés,van - 12 cm,AA++,
50.77,"VIII. kerület, Illés utca 6.",26.0,1.0,0,6.49,új építésű,2024,összkomfortos,9,9,van,|nincs megadva|,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,udvari,6.49 m|2|,nem,tetőtéri,|nincs megadva|,,"házközponti egyedi méréssel, mennyezeti hűtés-fűtés",|nincs megadva|,BB,
45.63,"VIII. kerület, Népszínház utca ",57.0,2.0,0,,jó állapotú,|nincs megadva|,|nincs megadva|,földszint,5,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,
77.0,"VIII. kerület, Józsefváros - Palotanegyed ",58.0,2.0,0,1.0,felújítandó,|nincs megadva|,komfortos,2,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,40 000  Ft/hó,15  Ft/hó,egy helyiségben,|nincs megadva|,utcai,1 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
57.9,"VIII. kerület, Somogyi Béla utca ",68.0,2.0,0,,felújítandó,1950 előtt,összkomfortos,2,5,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),nincs,|nincs megadva|,
59.9,"VIII. kerület, Práter utca 73.",40.0,2.0,0,8.0,újszerű,2019,összkomfortos,1,8,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,6 000  Ft/hó,13 500  Ft/hó,egy helyiségben,|nincs megadva|,udvari,8 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,9 M Ft,"házközponti, hűtő-fűtő klíma",van,|nincs megadva|,
30.9,"VIII. kerület, Józsefváros - Corvinnegyed ",33.0,1.0,0,,jó állapotú,1950 előtt,összkomfortos,1,|nincs megadva|,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 640  Ft/hó,egy helyiségben,északnyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
44.9,"VIII. kerület, Józsefváros - Corvinnegyed ",48.0,2.0,0,,felújított,|nincs megadva|,|nincs megadva|,3,3,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,7 M Ft,|nincs megadva|,|nincs megadva|,|nincs megadva|,
49.9,"VIII. kerület, József körút ",63.0,2.0,0,,jó állapotú,1950 és 1980 között,|nincs megadva|,3,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,180 m|3|/hó,150 kWh/hó,|nincs megadva|,18 900  Ft/hó,külön és egyben is,dél,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",,gázkazán,nincs,|nincs megadva|,
55.0,"VIII. kerület, Dugonics utca ",48.0,2.0,0,22.0,újszerű,2001 és 2010 között,összkomfortos,5,5,van,|nincs megadva|,van,nem,80 m|3|/hó,150 kWh/hó,|nincs megadva|,39 000  Ft/hó,egy helyiségben,|nincs megadva|,utcai,22 m|2|,nem,"legfelső emelet, nem tetőtéri",teremgarázs hely - megvásárolható,5  Ft,házközponti egyedi méréssel,van - 10 cm,BB,
64.49,"VIII. kerület, Kis Stáció utca ",57.0,2.0,0,,jó állapotú,2001 és 2010 között,összkomfortos,4,4,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,északkelet,utcai,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri",teremgarázs hely - megvásárolható,7 M Ft,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
75.9,"VIII. kerület, Hock János utca 9.",100.0,3.0,0,,felújított,1950 és 1980 között,összkomfortos,3,3,nincs,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,27 000  Ft/hó,32 000  Ft/hó,külön helyiségben,kelet,utcai,|nincs megadva|,nem,zárószint,"utca, közterület - fizetős övezet",,gázkazán,van,|nincs megadva|,
72.9,"VIII. kerület, Józsefváros - Corvinnegyed ",57.0,3.0,0,2.0,újszerű,2011,összkomfortos,7,8,van,3 m-nél alacsonyabb,van,igen,|nincs megadva|,200 kWh/hó,30  Ft/hó,20  Ft/hó,külön helyiségben,délkelet,utcai,2 m|2|,nem,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,házközponti egyedi méréssel,nincs,CC,
50.9,"VIII. kerület, Kőfaragó utca ",35.0,1.0,0,3.4,új építésű,2022,összkomfortos,2,6,van,3 m-nél alacsonyabb,van,|nincs megadva|,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,13 430  Ft/hó,|nincs megadva|,északnyugat,udvari,3.4 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,"hőszivattyú, padlófűtés, házközponti egyedi méréssel",van,AA+,
29.95,"VIII. kerület, Tömő utca ",33.0,1.0,0,5.0,jó állapotú,|nincs megadva|,összkomfortos,1,több mint 10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 000  Ft/hó,|nincs megadva|,délnyugat,utcai,5 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|
29.95,"VIII. kerület, Tömő utca ",33.0,1.0,0,4.0,közepes állapotú,|nincs megadva|,összkomfortos,1,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,távfűtés egyedi méréssel,|nincs megadva|,CC,|nincs megadva|
34.5,"VIII. kerület, Kisfaludy utca ",33.0,1.0,0,,jó állapotú,|nincs megadva|,|nincs megadva|,1,3,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,12 000  Ft/hó,9 900  Ft/hó,egy helyiségben,délkelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,teremgarázs hely - megvásárolható,"6,50 M Ft",gáz (konvektor),|nincs megadva|,|nincs megadva|,
62.9,"VIII. kerület, Népszínház utca 19.",83.0,3.0,0,6.0,jó állapotú,1950 előtt,összkomfortos,2,6,van,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,26 000  Ft/hó,24 400  Ft/hó,külön helyiségben,|nincs megadva|,|nincs megadva|,6 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",,"hűtő-fűtő klíma, gáz (konvektor)",|nincs megadva|,|nincs megadva|,
41.5,"VIII. kerület, Józsefváros - Orczynegyed ",54.0,2.0,0,,felújított,1950 előtt,összkomfortos,2,4,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,110 m|3|/hó,150 kWh/hó,|nincs megadva|,14 000  Ft/hó,külön helyiségben,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,gázkazán,|nincs megadva|,|nincs megadva|,
65.0,"VIII. kerület, Nap utca ",71.0,2.0,0,12.0,felújított,1981 és 2000 között,összkomfortos,1,5,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,délkelet,utcai,12 m|2|,|nincs megadva|,|nincs megadva|,udvari beálló - benne van az árban,,"gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
75.88,"VIII. kerület, Corvin sétány ",36.0,1.0,0,11.0,újszerű,2019,|nincs megadva|,8,10,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,11 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
55.9,"VIII. kerület, Práter utca ",71.0,2.0,0,,jó állapotú,1950 előtt,összkomfortos,1,4,van,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 160  Ft/hó,külön helyiségben,kelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,"gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
29.95,"VIII. kerület, Józsefváros - Corvinnegyed ",33.0,1.0,0,,közepes állapotú,1950 és 1980 között,összkomfortos,1,több mint 10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,11 000  Ft/hó,egy helyiségben,délnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,|nincs megadva|
44.9,"VIII. kerület, Józsefváros - Corvinnegyed ",47.0,2.0,0,,jó állapotú,2001 és 2010 között,összkomfortos,3,4,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,utcai,|nincs megadva|,|nincs megadva|,tetőtéri,teremgarázs hely - megvásárolható,7 M Ft,házközponti egyedi méréssel,van,|nincs megadva|,
52.99,"VIII. kerület, Horváth Mihály tér ",60.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,5,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,egy helyiségben,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület",,gázkazán,van - 10 cm,|nincs megadva|,
51.9,"VIII. kerület, Bacsó Béla utca 14.",59.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,2,2,nincs,3 m-nél magasabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,20  Ft/hó,18 000  Ft/hó,egy helyiségben,nyugat,utcai,|nincs megadva|,|nincs megadva|,"legfelső emelet, nem tetőtéri","utca, közterület",,gázkazán,nincs,|nincs megadva|,
93.0,"VIII. kerület, Kőris utca 3.",76.0,3.0,0,5.0,újszerű,2023,összkomfortos,3,7,van,3 m-nél alacsonyabb,van,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,utcai,5 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely - megvásárolható,|nincs megadva|,távfűtés egyedi méréssel,van - 10 cm,AA+,
59.0,"VIII. kerület, Kun utca ",79.0,3.0,0,16.0,jó állapotú,2001 és 2010 között,összkomfortos,6,7,van,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,19 750  Ft/hó,külön helyiségben,|nincs megadva|,utcai,16 m|2|,nem,nem tetőtéri,teremgarázs hely - kötelező megvenni,7 M Ft,házközponti egyedi méréssel,van,|nincs megadva|,
44.9,"VIII. kerület, Illés utca ",43.0,1.0,1.0,8.0,újszerű,2001 és 2010 között,összkomfortos,1,5,van,3 m-nél alacsonyabb,nincs,igen,|nincs megadva|,50 kWh/hó,20 000  Ft/hó,11 600  Ft/hó,egy helyiségben,délnyugat,kertre néz,8 m|2|,|nincs megadva|,nem tetőtéri,teremgarázs hely - megvásárolható,"4,50 M Ft",házközponti egyedi méréssel,van,|nincs megadva|,
49.8,"VIII. kerület, Visi Imre utca ",70.0,2.0,0,,felújított,1950 előtt,összkomfortos,3,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,17 000  Ft/hó,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",,"hűtő-fűtő klíma, elektromos fűtőpanel",|nincs megadva|,|nincs megadva|,
49.9,"VIII. kerület, Nap utca ",66.0,2.0,0,,felújítandó,1950 előtt,összkomfortos,1,4,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",,gáz (konvektor),|nincs megadva|,|nincs megadva|,
