price,adress,size,rooms,half_rooms,balcony,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,Akadálymentesített,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Panelprogram,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,Parkolóhely ára
23.5,"IV. kerület, Kisfaludy utca ",25.0,200.0,0,1.0,jó állapotú,1950 és 1980 között,komfortos,|nincs megadva|,földszintes,|nincs megadva|,|nincs megadva|,van,igen,|nincs megadva|,20 kWh/hó,20 000  Ft/hó,8 900  Ft/hó,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,önálló garázs - benne van az árban,gáz (konvektor),nincs,AA+,
21.55,"IV. kerület, Árpád út ",20.0,1.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,8 000  Ft/hó,külön helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,igen,|nincs megadva|,,"utca, közterület","hűtő-fűtő klíma, gáz (konvektor)",van,|nincs megadva|,
18.5,"IV. kerület, Báthory utca ",20.0,1.0,0,,közepes állapotú,1950 előtt,félkomfortos,szuterén,2,nincs,3 m-nél alacsonyabb,nincs,nem,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,egy helyiségben,délnyugat,udvari,|nincs megadva|,igen,nem tetőtéri,,"utca, közterület - ingyenes",egyéb,van,|nincs megadva|,
19.2,"IV. kerület, Berda József utca ",19.0,1.0,0,15.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
299.0,"V. kerület, Dorottya utca ",81.0,3.0,0,,felújított,|nincs megadva|,duplakomfortos,2,5,van,3 m-nél magasabb,|nincs megadva|,igen,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,délkelet,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,
61.5,"V. kerület, Semmelweis utca ",46.0,2.0,0,,jó állapotú,1950 előtt,összkomfortos,5,5,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,12 000  Ft/hó,külön helyiségben,dél,panorámás,|nincs megadva|,|nincs megadva|,"legfelső emelet, nem tetőtéri",,"utca, közterület",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
74.9,"V. kerület, Belváros ",48.0,2.0,0,,felújított,1950 és 1980 között,összkomfortos,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
69.9,"IV. kerület, Fiumei út ",128.0,4.0,0,5.0,jó állapotú,2001 és 2010 között,összkomfortos,2,2,nincs,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,udvari,5 m|2|,igen,tetőtéri,,udvari beálló - benne van az árban,gázkazán,van - 5 cm,|nincs megadva|,
116.3,"V. kerület, Belváros ",46.0,2.0,0,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
146.0,"V. kerület, Sörház utca ",78.0,3.0,0,,felújított,|nincs megadva|,|nincs megadva|,3,4,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
105.0,"V. kerület, Fehér Hajó utca ",95.0,5.0,0,,közepes állapotú,1950 előtt,összkomfortos,2,4,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,28 600  Ft/hó,külön és egyben is,kelet,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
69.0,"IV. kerület, Újpest-Központ ",91.0,3.0,0,29.0,jó állapotú,2001 és 2010 között,összkomfortos,4,4,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,délkelet,|nincs megadva|,29 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,"házközponti egyedi méréssel, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
333.0,"V. kerület, Lipótváros ",109.0,3.0,0,,újszerű,1950 előtt,luxus,3,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
380.0,"V. kerület, Veres Pálné utca ",152.0,6.0,0,10.0,|nincs megadva|,2023,|nincs megadva|,6,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,nyugat,utcai,10 m|2|,nem,penthouse,,"utca, közterület - fizetős övezet","hűtő-fűtő klíma, padlófűtés",van,AA,
226.29,"V. kerület, Lipótváros ",65.0,3.0,0,,jó állapotú,1950 és 1980 között,|nincs megadva|,3,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
139.9,"V. kerület, Steindl Imre utca ",82.0,3.0,0,,felújított,1950 előtt,duplakomfortos,1,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,külön és egyben is,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet","gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
135.0,"V. kerület, Lipótváros ",130.0,4.0,0,6.0,felújított,1950 előtt,duplakomfortos,4,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,6 m|2|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
307.5,"V. kerület, Veres Pálné utca 5.",123.0,3.0,0,14.0,|nincs megadva|,2023,luxus,5,5,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,udvari,14 m|2|,nem,|nincs megadva|,,"utca, közterület - fizetős övezet","hűtő-fűtő klíma, padlófűtés",van,AA,
78.0,"V. kerület, Belváros ",62.0,3.0,0,,jó állapotú,1950 előtt,összkomfortos,2,6,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,22 000  Ft/hó,egy helyiségben,nyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
448.0,"V. kerület, Belgrád rakpart ",263.0,7.0,0,,felújított,1950 előtt,|nincs megadva|,1,4,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
71.9,"V. kerület, Belváros ",66.0,2.0,0,,jó állapotú,1950 előtt,|nincs megadva|,félemelet,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
69.9,"IV. kerület, Újpest-Központ ",70.0,3.0,0,7.0,jó állapotú,2001 és 2010 között,|nincs megadva|,2,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,|nincs megadva|,7 m|2|,|nincs megadva|,|nincs megadva|,,"utca, közterület",házközponti egyedi méréssel,van,|nincs megadva|,
49.9,"V. kerület, Lipótváros ",30.0,1.0,0,,jó állapotú,1981 és 2000 között,összkomfortos,2,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,nyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,
22.9,"V. kerület, Petőfi Sándor utca ",11.0,1.0,0,,jó állapotú,|nincs megadva|,összkomfortos,félemelet,4,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
58.0,"V. kerület, Báthory utca ",40.0,1.0,0,,felújított,|nincs megadva|,összkomfortos,2,5,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,északnyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,
42.5,"IV. kerület, Újpest ",53.0,2.0,0,4.0,felújított,1950 és 1980 között,összkomfortos,4,10,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,kelet,kertre néz,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",távfűtés,|nincs megadva|,|nincs megadva|,
114.9,"V. kerület, Apáczai Csere János utca ",104.0,3.0,0,,felújítandó,1950 előtt,összkomfortos,3,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 700  Ft/hó,|nincs megadva|,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,
152.0,"V. kerület, Zoltán utca ",124.0,3.0,0,,közepes állapotú,|nincs megadva|,összkomfortos,5,|nincs megadva|,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,utcai,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,
54.0,"V. kerület, Veres Pálné utca ",48.0,2.0,0,,felújítandó,|nincs megadva|,összkomfortos,földszint,|nincs megadva|,nincs,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
84.9,"V. kerület, Múzeum körút ",56.0,2.0,0,,felújított,1950 előtt,luxus,félemelet,4,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,külön helyiségben,északkelet,panorámás,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet",hőszivattyú,|nincs megadva|,|nincs megadva|,
460.12,"V. kerület, Dorottya utca ",157.0,4.0,0,,újszerű,2001 és 2010 között,duplakomfortos,5,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön és egyben is,|nincs megadva|,panorámás,|nincs megadva|,|nincs megadva|,|nincs megadva|,,teremgarázs hely - megvásárolható,"falfűtés, mennyezeti hűtés-fűtés",|nincs megadva|,|nincs megadva|,|nincs megadva|
230.0,"V. kerület, Belváros ",133.0,2.0,0,,újszerű,1950 előtt,luxus,3,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,48  Ft/hó,külön és egyben is,délkelet,panorámás,|nincs megadva|,nem,nem tetőtéri,,teremgarázs hely - bérelhető,"gázkazán, hűtő-fűtő klíma",van,|nincs megadva|,|nincs megadva|
15.5,"IV. kerület, Báthory utca ",20.0,1.0,0,,felújítandó,|nincs megadva|,összkomfortos,szuterén,2,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,dél,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,,"utca, közterület - ingyenes",egyéb,|nincs megadva|,|nincs megadva|,
21.9,"IV. kerület, Újpest-Központ ",40.0,2.0,0,,felújított,1950 és 1980 között,komfortos,szuterén,3,nincs,3 m-nél alacsonyabb,nincs,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 920  Ft/hó,egy helyiségben,délkelet,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,,"utca, közterület - ingyenes",elektromos fűtőpanel,|nincs megadva|,|nincs megadva|,
61.43,"IV. kerület, Újpest ",53.0,3.0,0,8.0,|nincs megadva|,2023,összkomfortos,1,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,8 m|2|,|nincs megadva|,|nincs megadva|,,udvari beálló - megvásárolható,"gázkazán, padlófűtés, hűtő-fűtő klíma",van - 18 cm,|nincs megadva|,3 M Ft
83.22,"IV. kerület, Újpest ",70.0,3.0,0,16.0,|nincs megadva|,2022,összkomfortos,1,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,16 m|2|,|nincs megadva|,|nincs megadva|,,udvari beálló - megvásárolható,"gázkazán, padlófűtés, hűtő-fűtő klíma",van - 18 cm,|nincs megadva|,3 M Ft
40.0,"IV. kerület, Berda József utca ",35.0,1.0,2.0,,jó állapotú,|nincs megadva|,összkomfortos,9,10,van,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,14 000  Ft/hó,egy helyiségben,nyugat,utcai,|nincs megadva|,nem,nem tetőtéri,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
87.7,"V. kerület, Falk Miksa utca ",59.0,2.0,0,,|nincs megadva|,|nincs megadva|,összkomfortos,2,5,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 800  Ft/hó,külön helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),van,|nincs megadva|,
32.0,"IV. kerület, Árpád út ",36.0,1.0,1.0,,|nincs megadva|,1950 és 1980 között,összkomfortos,3,10,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,12 000  Ft/hó,egy helyiségben,|nincs megadva|,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,részt vett,"utca, közterület - ingyenes",távfűtés egyedi méréssel,van - 10 cm,|nincs megadva|,
18.9,"IV. kerület, Berzeviczy Gergely utca ",18.0,1.0,0,,felújított,1950 és 1980 között,|nincs megadva|,|nincs megadva|,földszintes,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,északnyugat,kertre néz,|nincs megadva|,igen,|nincs megadva|,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
113.85,"V. kerület, Váci utca ",67.0,3.0,0,,jó állapotú,1950 előtt,összkomfortos,2,3,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"legfelső emelet, nem tetőtéri",,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
26.9,"IV. kerület, Váci út ",25.0,1.0,0,,felújított,|nincs megadva|,összkomfortos,1,2,nincs,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,,"utca, közterület",elektromos fűtőpanel,nincs,|nincs megadva|,
139.0,"V. kerület, Lipótváros ",59.0,2.0,0,,újszerű,1950 előtt,összkomfortos,3,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
44.9,"IV. kerület, Erdősor út 20.",69.0,3.0,0,4.0,felújítandó,|nincs megadva|,összkomfortos,2,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,4 m|2|,nem,nem tetőtéri,|nincs megadva|,"utca, közterület - ingyenes",távfűtés,|nincs megadva|,|nincs megadva|,
196.12,"V. kerület, Váci utca ",80.0,3.0,0,2.0,felújított,1950 és 1980 között,duplakomfortos,2,3,van,3 m-nél magasabb,van,nem,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,30  Ft/hó,egy helyiségben,délnyugat,utcai,2 m|2|,nem,nem tetőtéri,,"utca, közterület - fizetős övezet","házközponti egyedi méréssel, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,
56.9,"IV. kerület, Galopp utca ",85.0,3.0,0,5.0,jó állapotú,1981 és 2000 között,összkomfortos,2,4,nincs,3 m-nél alacsonyabb,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,nyugat,kertre néz,5 m|2|,|nincs megadva|,|nincs megadva|,nem vett részt,"utca, közterület - ingyenes",távfűtés egyedi méréssel,nincs,|nincs megadva|,
51.48,"IV. kerület, Káposztásmegyer - Homoktövis lakópark ",52.0,2.0,0,,jó állapotú,2001 és 2010 között,összkomfortos,földszint,|nincs megadva|,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,kertre néz,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,
84.9,"IV. kerület, Újpest - Juharliget lakópark ",41.0,2.0,0,7.0,újszerű,2020,|nincs megadva|,7,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,|nincs megadva|,7 m|2|,|nincs megadva|,zárószint,,|nincs megadva|,távfűtés,|nincs megadva|,AA++,
84.9,"V. kerület, Lipótváros ",47.0,1.0,0,,felújított,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
59.9,"V. kerület, Lipótváros ",53.0,2.0,0,,felújított,1950 előtt,|nincs megadva|,földszint,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,észak,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,egyéb,|nincs megadva|,|nincs megadva|,
120.0,"V. kerület, Arany János utca ",110.0,3.0,1.0,,felújítandó,1950 előtt,összkomfortos,3,4,nincs,3 m-nél magasabb,nincs,nem,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,19 990  Ft/hó,külön helyiségben,nyugat,kertre néz,|nincs megadva|,nem,"legfelső emelet, nem tetőtéri",,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,
42.9,"IV. kerület, Perényi Zsigmond utca 32.",47.0,2.0,0,4.0,felújított,1950 és 1980 között,|nincs megadva|,1,földszintes,|nincs megadva|,3 m-nél alacsonyabb,van,nem,|nincs megadva|,|nincs megadva|,|nincs megadva|,16 500  Ft/hó,egy helyiségben,délnyugat,utcai,4 m|2|,igen,|nincs megadva|,,|nincs megadva|,hűtő-fűtő klíma,|nincs megadva|,|nincs megadva|,
89.0,"V. kerület, Belváros ",92.0,3.0,0,,felújítandó,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
45.4,"IV. kerület, Újpest-Központ ",71.0,2.0,1.0,4.0,jó állapotú,1950 és 1980 között,összkomfortos,6,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,15 000  Ft/hó,|nincs megadva|,|nincs megadva|,panorámás,4 m|2|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
45.99,"IV. kerület, Újpesti lakótelep ",54.0,2.0,0,4.0,jó állapotú,1950 és 1980 között,összkomfortos,1,10,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,|nincs megadva|,4 m|2|,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - ingyenes",távfűtés egyedi méréssel,|nincs megadva|,|nincs megadva|,
49.9,"V. kerület, Sas utca ",27.0,1.0,0,,újszerű,|nincs megadva|,|nincs megadva|,3,6,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,|nincs megadva|,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,házközponti,|nincs megadva|,|nincs megadva|,
89.0,"V. kerület, Lipótváros ",92.0,3.0,0,,felújítandó,1950 előtt,|nincs megadva|,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
183.0,"V. kerület, Lipótváros ",82.0,3.0,0,,jó állapotú,1950 és 1980 között,|nincs megadva|,2,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,dél,utcai,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
183.0,"V. kerület, Október 6. utca ",53.0,1.0,1.0,,felújított,|nincs megadva|,luxus,3,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nyugat,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,
43.9,"V. kerület, Belváros ",25.0,1.0,0,,felújított,1950 előtt,összkomfortos,1,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délnyugat,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,,|nincs megadva|,gáz (konvektor),|nincs megadva|,|nincs megadva|,
21.9,"IV. kerület, Újpest ",37.0,1.0,2.0,10.0,felújítandó,1950 előtt,összkomfortos,földszint,földszintes,nincs,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,10 000  Ft/hó,|nincs megadva|,kelet,kertre néz,10 m|2|,igen,|nincs megadva|,,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,
89.0,"IV. kerület, Megyer - Szilaspatak-lakópark ",79.0,3.0,1.0,4.0,jó állapotú,1981 és 2000 között,összkomfortos,2,3,|nincs megadva|,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,délkelet,kertre néz,4 m|2|,|nincs megadva|,nem tetőtéri,,teremgarázs hely - kötelező megvenni,gázkazán,van,|nincs megadva|,5 M Ft
74.9,"V. kerület, Belváros ",48.0,2.0,0,,újszerű,1950 és 1980 között,luxus,2,|nincs megadva|,van,3 m-nél alacsonyabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,külön helyiségben,dél,kertre néz,|nincs megadva|,|nincs megadva|,|nincs megadva|,,|nincs megadva|,házközponti egyedi méréssel,|nincs megadva|,|nincs megadva|,
