price,adress,size,rooms,half_rooms,Ingatlan állapota,Építés éve,Komfort,Emelet,Épület szintjei,Lift,Belmagasság,Légkondicionáló,"Átlag gázfogyasztás
                            |info|","Átlag áramfogyasztás
                            |info|",Rezsiköltség,Közös költség,Akadálymentesített,Fürdő és wc,Tájolás,Kilátás,Erkély mérete,Kertkapcsolatos,Tetőtér,Parkolás,Fűtés,Szigetelés,Energiatanúsítvány,balcony,Parkolóhely ára
99.0,"VI. kerület, Lovag utca ",52.0,2.0,1.0,felújított,1950 előtt,összkomfortos,3,4,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,17 000  Ft/hó,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,
57.0,"VI. kerület, Szondi utca ",84.0,2.0,1.0,|nincs megadva|,|nincs megadva|,|nincs megadva|,2,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
76.0,"VI. kerület, Nagymező utca 33.",97.0,3.0,1.0,jó állapotú,2001 és 2010 között,összkomfortos,5,5,van,3 m-nél alacsonyabb,nincs,60 m|3|/hó,50 kWh/hó,30 000  Ft/hó,18 730  Ft/hó,nem,egy helyiségben,délnyugat,utcai,|nincs megadva|,nem,tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,|nincs megadva|,,
69.8,"VI. kerület, Vörösmarty utca ",49.0,3.0,0,felújított,1950 előtt,duplakomfortos,1,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,14  Ft/hó,|nincs megadva|,egy helyiségben,délnyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület","gáz (konvektor), elektromos fűtőpanel",|nincs megadva|,|nincs megadva|,,
76.0,"VI. kerület, Andrássy út ",78.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,földszint,4,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,55 000  Ft/hó,21 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,GG,,
69.8,"VI. kerület, Vörösmarty utca ",49.0,3.0,0,felújított,1950 előtt,duplakomfortos,1,2,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,14  Ft/hó,|nincs megadva|,egy helyiségben,délnyugat,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület","gáz (konvektor), elektromos fűtőpanel",|nincs megadva|,|nincs megadva|,,
76.0,"VI. kerület, Andrássy út ",78.0,3.0,0,közepes állapotú,1950 előtt,összkomfortos,földszint,4,van,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,55 000  Ft/hó,21 000  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,nincs,GG,,
64.9,"VI. kerület, Belső-Terézváros ",65.0,3.0,0,felújított,1950 előtt,|nincs megadva|,1,4,nincs,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,kelet,utcai,|nincs megadva|,nem,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,
99.0,"VI. kerület, Jókai tér ",83.0,2.0,2.0,felújított,1950 előtt,duplakomfortos,2,5,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,17 500  Ft/hó,nem,külön és egyben is,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,nem tetőtéri,"utca, közterület - fizetős övezet","gázkazán, padlófűtés",|nincs megadva|,|nincs megadva|,,
68.0,"VI. kerület, Külső-Terézváros ",96.0,3.0,0,közepes állapotú,1950 előtt,komfortos,1,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,30 000  Ft/hó,|nincs megadva|,külön és egyben is,északkelet,utcai,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",|nincs megadva|,|nincs megadva|,|nincs megadva|,,
56.2,"VI. kerület, Bajnok utca ",48.0,1.0,2.0,jó állapotú,2001 és 2010 között,összkomfortos,4,5,van,3 m-nél alacsonyabb,van,|nincs megadva|,|nincs megadva|,20 000  Ft/hó,11  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gázkazán,|nincs megadva|,|nincs megadva|,,
46.0,"VI. kerület, Eötvös utca ",48.0,2.0,0,közepes állapotú,1950 előtt,összkomfortos,3,|nincs megadva|,nincs,|nincs megadva|,nincs,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,12 000  Ft/hó,nem,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
67.1,"VI. kerület, Mozsár utca ",64.0,2.0,1.0,jó állapotú,|nincs megadva|,duplakomfortos,4,|nincs megadva|,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,|nincs megadva|,|nincs megadva|,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
289.0,"VI. kerület, Andrássy út ",125.0,3.0,0,új építésű,2023,luxus,5,5,van,3 m-nél alacsonyabb,nincs,Nincs gáz bekötve az ingatlanba,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,külön és egyben is,nyugat,panorámás,14 m|2|,nem,tetőtéri,"utca, közterület - fizetős övezet",hőszivattyú,van,|nincs megadva|,14.0,
115.0,"VI. kerület, Külső-Terézváros ",135.0,4.0,0,jó állapotú,1950 előtt,|nincs megadva|,5,|nincs megadva|,van,3 m-nél magasabb,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,délkelet,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,gázkazán,|nincs megadva|,|nincs megadva|,,
42.9,"VI. kerület, Rippl-Rónai utca 30.",37.0,1.0,1.0,felújított,1950 előtt,összkomfortos,1,4,nincs,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,18 500  Ft/hó,|nincs megadva|,egy helyiségben,|nincs megadva|,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület","elektromos fűtőpanel, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,
169.0,"VI. kerület, Hajós utca 16-18.",106.0,2.0,1.0,újszerű,|nincs megadva|,luxus,5,5,van,|nincs megadva|,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem,|nincs megadva|,|nincs megadva|,panorámás,34 m|2|,|nincs megadva|,penthouse,teremgarázs hely - bérelhető,|nincs megadva|,van,|nincs megadva|,34.0,|nincs megadva|
190.0,"VI. kerület, Jókai tér 7.",99.0,6.0,0,felújított,|nincs megadva|,luxus,2,3,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,35 000  Ft/hó,nem,egy helyiségben,dél,utcai,|nincs megadva|,igen,nem tetőtéri,"utca, közterület - fizetős övezet","hőszivattyú, hűtő-fűtő klíma",van - 50 cm,|nincs megadva|,,
40.88,"VI. kerület, Izabella utca ",40.0,2.0,0,jó állapotú,1950 előtt,komfortos,2,3,nincs,3 m-nél magasabb,nincs,70 m|3|/hó,220 kWh/hó,22 900  Ft/hó,12 590  Ft/hó,nem,egy helyiségben,délkelet,udvari,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gáz (konvektor),|nincs megadva|,|nincs megadva|,,
122.0,"VI. kerület, Eötvös utca 24.",115.0,5.0,1.0,felújított,1950 előtt,duplakomfortos,félemelet,4,nincs,3 m-nél magasabb,van,135 m|3|/hó,182 kWh/hó,21 000  Ft/hó,14 900  Ft/hó,nem,külön és egyben is,délkelet,utcai,|nincs megadva|,nem,nem tetőtéri,udvari beálló - bérelhető,"gázkazán, hűtő-fűtő klíma",|nincs megadva|,|nincs megadva|,,5 000  Ft/hó
119.9,"VI. kerület, Király utca 56.",75.0,4.0,0,felújított,|nincs megadva|,|nincs megadva|,3,4,nincs,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,hőszivattyú,|nincs megadva|,|nincs megadva|,,
97.9,"VI. kerület, Teréz körút ",60.0,2.0,0,felújított,1950 előtt,luxus,2,3,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,20 650  Ft/hó,nem,egy helyiségben,délnyugat,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - ingyenes",gázkazán,|nincs megadva|,|nincs megadva|,,
78.0,"VI. kerület, Szív utca ",85.0,3.0,0,jó állapotú,1950 előtt,összkomfortos,3,3,nincs,3 m-nél magasabb,nincs,|nincs megadva|,|nincs megadva|,|nincs megadva|,25 000  Ft/hó,nem,egy helyiségben,délkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület",gázkazán,|nincs megadva|,|nincs megadva|,,
140.0,"VI. kerület, Izabella utca ",130.0,4.0,0,felújított,1950 előtt,komfortos,2,4,nincs,3 m-nél magasabb,nincs,99 m|3|/hó,150 kWh/hó,|nincs megadva|,45 000  Ft/hó,nem,külön helyiségben,északkelet,utcai,|nincs megadva|,nem,nem tetőtéri,"utca, közterület - fizetős övezet",gázkazán,van,|nincs megadva|,,
158.88,"VI. kerület, Nagymező utca ",88.0,3.0,0,felújított,|nincs megadva|,luxus,4,6,van,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,igen,külön és egyben is,dél,utcai,8 m|2|,|nincs megadva|,|nincs megadva|,"utca, közterület",házközponti,van,|nincs megadva|,8.0,
33.6,"VI. kerület, Szinyei Merse utca 32.",35.0,1.0,1.0,felújított,|nincs megadva|,összkomfortos,1,|nincs megadva|,|nincs megadva|,3 m-nél magasabb,van,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,északnyugat,|nincs megadva|,|nincs megadva|,|nincs megadva|,nem tetőtéri,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
123.0,"VI. kerület, Szív utca 30.",95.0,3.0,0,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,|nincs megadva|,,
